A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,85,1430934900693,"[""TEST"", 235.01943201178912, 0.8356296766420287, ""A"", ""B"", false, 623]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,86,1430934901381,"[""TEST"", 249.96540765752732, 0.9537335068168034, ""A"", ""B"", false, 688]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,87,1430934901973,"[""TEST"", 153.46396241891475, 0.6889092677228371, ""B"", ""B"", true, 592]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,88,1430934902645,"[""TEST"", 114.9137707781244, 1.340542583587122, ""B"", ""B"", true, 672]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,89,1430934903397,"[""TEST"", 93.32177753425984, 1.094062483498544, ""B"", ""B"", true, 752]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,90,1430934903989,"[""TEST"", 226.61966324516487, 0.9027261701612688, ""A"", ""B"", false, 592]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,91,1430934913080,"[1, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,92,1430934918416,"[2, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,93,1430934922799,"[3, ""definite_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,94,1430934926960,"[4, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,95,1430934930119,"[5, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,96,1430934934992,"[6, ""definite_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,97,1430934939455,"[7, ""definite_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,98,1430934942919,"[8, ""definite_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,99,1430934945952,"[9, ""definite_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,100,1430934951160,"[10, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,101,1430934954865,"[11, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,102,1430934958017,"[12, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,103,1430934962360,"[13, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,104,1430934965584,"[14, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,105,1430934969449,"[15, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,106,1430934974233,"[16, ""definite_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,107,1430934977912,"[17, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,108,1430934981224,"[18, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,109,1430934983240,"[19, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,110,1430934986112,"[20, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,111,1430934988377,"[21, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,112,1430934990233,"[22, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,113,1430934992072,"[23, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,114,1430934995049,"[24, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,115,1430934998904,"[25, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,116,1430935002696,"[26, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,117,1430935007783,"[27, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,118,1430935010968,"[28, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,119,1430935013599,"[29, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,120,1430935017639,"[30, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,121,1430935021976,"[31, ""definite_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,122,1430935026319,"[32, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,123,1430935029375,"[33, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,124,1430935032279,"[34, ""slight_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,125,1430935035823,"[35, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,126,1430935039664,"[36, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,127,1430935043359,"[37, ""definite_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,128,1430935047263,"[38, ""definite_agree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,129,1430935050375,"[39, ""slight_disagree""]"
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,130,1430935054719,"[40, ""definite_agree""]"
