A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,initialized,0,,1430934728817
A24QSO0ZGQNMRF:3K9FOBBF2HJ7Y27R2TO2A4GF2FONLX,window_resize,1,"[1024, 768]",1430934728818
A2YCMT5BPA0AG9:32SVAV9L3F9JYFNDNJFXSC2Y3MY3AF,initialized,0,,1430934758018
A2YCMT5BPA0AG9:32SVAV9L3F9JYFNDNJFXSC2Y3MY3AF,window_resize,0,"[1024, 768]",1430934758018
A2TVG2HLMKVMSL:31QTRG6Q2TDR1MQ31NQK81N6B9TYPW,initialized,0,,1430934772323
A2TVG2HLMKVMSL:31QTRG6Q2TDR1MQ31NQK81N6B9TYPW,window_resize,0,"[1024, 649]",1430934772323
A2TVG2HLMKVMSL:31QTRG6Q2TDR1MQ31NQK81N6B9TYPW,focus,545,on,1430934772868
A1NITMHYG5YL3H:3SB4CE2TJVVVEDUR78MLZSR2AHZAXM,initialized,0,,1430934790193
A1NITMHYG5YL3H:3SB4CE2TJVVVEDUR78MLZSR2AHZAXM,window_resize,0,"[1024, 768]",1430934790193
A1NITMHYG5YL3H:3SB4CE2TJVVVEDUR78MLZSR2AHZAXM,focus,880,on,1430934791073
A1NITMHYG5YL3H:3SB4CE2TJVVVEDUR78MLZSR2AHZAXM,focus,239120,off,1430935030193
A1NITMHYG5YL3H:3SB4CE2TJVVVEDUR78MLZSR2AHZAXM,focus,45173,on,1430935075366
A1NITMHYG5YL3H:3SB4CE2TJVVVEDUR78MLZSR2AHZAXM,focus,49930,off,1430935125296
A1NITMHYG5YL3H:3SB4CE2TJVVVEDUR78MLZSR2AHZAXM,focus,11962,on,1430935137258
ADMTRXEG43HU0:32XVDSJFPZXVFY0JGMRXITS6RPNM27,initialized,0,,1430934809199
ADMTRXEG43HU0:32XVDSJFPZXVFY0JGMRXITS6RPNM27,window_resize,0,"[1024, 699]",1430934809199
A3M67ESCWPOPZJ:37TD41K0AH9BBB5QXCCP6F0YV5JCSJ,initialized,0,,1430934819172
A3M67ESCWPOPZJ:37TD41K0AH9BBB5QXCCP6F0YV5JCSJ,window_resize,0,"[1366, 678]",1430934819172
AR8WU7O3D5PDK:3SB5N7Y3O34ORE1JQWPOM0FUY5SG0A,initialized,0,,1430934881810
AR8WU7O3D5PDK:3SB5N7Y3O34ORE1JQWPOM0FUY5SG0A,window_resize,1,"[1366, 677]",1430934881811
A1B4WL7N3ACF2T:3URFVVM165I4YH84EVRXWEJ7PKPUZF,initialized,0,,1430934883875
A1B4WL7N3ACF2T:3URFVVM165I4YH84EVRXWEJ7PKPUZF,window_resize,38,"[1024, 768]",1430934883913
AFDC9A6Z60W2Z:3KRVW3HTZNLOKXHHA1639B5APJMMSA,initialized,0,,1430934905684
AFDC9A6Z60W2Z:3KRVW3HTZNLOKXHHA1639B5APJMMSA,window_resize,0,"[1024, 768]",1430934905684
A31VV1PIYCL1TW:32Z9ZLUT1LKNURODCN9HX1NDB8LOH7,initialized,0,,1430934951150
A31VV1PIYCL1TW:32Z9ZLUT1LKNURODCN9HX1NDB8LOH7,window_resize,0,"[1920, 989]",1430934951150
A31VV1PIYCL1TW:32Z9ZLUT1LKNURODCN9HX1NDB8LOH7,focus,14009,off,1430934965159
A31VV1PIYCL1TW:32Z9ZLUT1LKNURODCN9HX1NDB8LOH7,focus,2202,on,1430934967361
A2QT68NJYAJV9P:3U5NZHP4LR25FR0ERNMWM1S3LDIHPI,initialized,0,,1430934959541
A2QT68NJYAJV9P:3U5NZHP4LR25FR0ERNMWM1S3LDIHPI,window_resize,0,"[1024, 647]",1430934959541
A2QT68NJYAJV9P:3U5NZHP4LR25FR0ERNMWM1S3LDIHPI,focus,598,on,1430934960139
A1VMHE2T0NH4GS:39RP059MEHTP3B0FZFK8JMVALV2MBB,initialized,0,,1430935061322
A1VMHE2T0NH4GS:39RP059MEHTP3B0FZFK8JMVALV2MBB,window_resize,0,"[1022, 767]",1430935061322
A1VMHE2T0NH4GS:39RP059MEHTP3B0FZFK8JMVALV2MBB,focus,266,on,1430935061588
ACIHCWKHNFC7U:34PGFRQONOBRQ6S5R93CQ8GER2PWJX,initialized,0,,1430938784144
ACIHCWKHNFC7U:34PGFRQONOBRQ6S5R93CQ8GER2PWJX,window_resize,0,"[1024, 679]",1430938784144
ACIHCWKHNFC7U:34PGFRQONOBRQ6S5R93CQ8GER2PWJX,focus,714,on,1430938784858
A4J4GGMKJ68L0:3AQF3RZ558IDRPR3H1ZNDGP9ATE6F2,initialized,0,,1430935169617
A4J4GGMKJ68L0:3AQF3RZ558IDRPR3H1ZNDGP9ATE6F2,window_resize,0,"[1024, 720]",1430935169617
A3OQIVVNLXU5RL:34YB12FSQYOLUS8QF1CMKXM718SMGQ,initialized,0,,1430935268045
A3OQIVVNLXU5RL:34YB12FSQYOLUS8QF1CMKXM718SMGQ,window_resize,4,"[1366, 665]",1430935268049
A3OQIVVNLXU5RL:34YB12FSQYOLUS8QF1CMKXM718SMGQ,window_resize,226631,"[1366, 768]",1430935494680
A1QTQISKEHWSKZ:3AMW0RGHOD2XPNMPULH9RLPZ7PPNPV,initialized,0,,1430935474442
A1QTQISKEHWSKZ:3AMW0RGHOD2XPNMPULH9RLPZ7PPNPV,window_resize,1,"[1024, 768]",1430935474443
A1QTQISKEHWSKZ:3AMW0RGHOD2XPNMPULH9RLPZ7PPNPV,window_resize,17858,"[1035, 800]",1430935492301
A1QTQISKEHWSKZ:3AMW0RGHOD2XPNMPULH9RLPZ7PPNPV,window_resize,305,"[1041, 816]",1430935492606
A1QTQISKEHWSKZ:3AMW0RGHOD2XPNMPULH9RLPZ7PPNPV,focus,187015,off,1430935679621
A1QTQISKEHWSKZ:3AMW0RGHOD2XPNMPULH9RLPZ7PPNPV,focus,92435,on,1430935772056
A29QTORO58PY1K:30IQTZXKAK6ZD0W9F6PSAMFP1WS0XS,initialized,0,,1430935678005
A29QTORO58PY1K:30IQTZXKAK6ZD0W9F6PSAMFP1WS0XS,window_resize,1,"[1280, 713]",1430935678006
A27BUT19WQ6P1O:31Q0U3WYDPF55AB0TCPUUSLB4VK718,initialized,0,,1430935510991
A27BUT19WQ6P1O:31Q0U3WYDPF55AB0TCPUUSLB4VK718,window_resize,0,"[1006, 687]",1430935510991
A27BUT19WQ6P1O:31Q0U3WYDPF55AB0TCPUUSLB4VK718,focus,269,on,1430935511260
A1I38QF7SSYORZ:386CSBG1OZMAIEHCVHAHPFTNHWR6Q2,initialized,0,,1430935528764
A1I38QF7SSYORZ:386CSBG1OZMAIEHCVHAHPFTNHWR6Q2,window_resize,1,"[1920, 958]",1430935528765
A1I38QF7SSYORZ:386CSBG1OZMAIEHCVHAHPFTNHWR6Q2,window_resize,169685,"[960, 958]",1430935698450
A1I38QF7SSYORZ:386CSBG1OZMAIEHCVHAHPFTNHWR6Q2,focus,16017,off,1430935714467
A1I38QF7SSYORZ:386CSBG1OZMAIEHCVHAHPFTNHWR6Q2,focus,2900,on,1430935717367
A3NM5SP9NZ9BOJ:3RWE2M8QWHAU16I5D02JCKORZHD0N1,initialized,0,,1430935854621
A3NM5SP9NZ9BOJ:3RWE2M8QWHAU16I5D02JCKORZHD0N1,window_resize,0,"[1024, 768]",1430935854621
A3NM5SP9NZ9BOJ:3RWE2M8QWHAU16I5D02JCKORZHD0N1,focus,11971,off,1430935866592
A3NM5SP9NZ9BOJ:3RWE2M8QWHAU16I5D02JCKORZHD0N1,focus,8391,on,1430935874983
A3NM5SP9NZ9BOJ:3RWE2M8QWHAU16I5D02JCKORZHD0N1,window_resize,25395,"[1440, 817]",1430935900378
A24DYXCGZQUZUQ:38YMOXR4MUZF2BDY7Q9NH4B95X8W6W,initialized,0,,1430935995697
A24DYXCGZQUZUQ:38YMOXR4MUZF2BDY7Q9NH4B95X8W6W,window_resize,0,"[1024, 768]",1430935995697
A24DYXCGZQUZUQ:38YMOXR4MUZF2BDY7Q9NH4B95X8W6W,focus,314797,off,1430936310494
A24DYXCGZQUZUQ:38YMOXR4MUZF2BDY7Q9NH4B95X8W6W,focus,1478,on,1430936311972
A2WS3M8RTC4FA:3LQ8PUHQFLSDY5DAESWCD4RRZ0UIHG,initialized,0,,1430936007967
A2WS3M8RTC4FA:3LQ8PUHQFLSDY5DAESWCD4RRZ0UIHG,window_resize,0,"[1031, 738]",1430936007967
A2WS3M8RTC4FA:3LQ8PUHQFLSDY5DAESWCD4RRZ0UIHG,focus,40681,off,1430936048648
A2WS3M8RTC4FA:3LQ8PUHQFLSDY5DAESWCD4RRZ0UIHG,window_resize,27512,"[1280, 708]",1430936076160
A195MOXRMNHRVT:33PPO7FECVFWMP88SWDMMJCT77VIDZ,initialized,0,,1430936152228
A195MOXRMNHRVT:33PPO7FECVFWMP88SWDMMJCT77VIDZ,window_resize,4,"[1024, 705]",1430936152232
A195MOXRMNHRVT:33PPO7FECVFWMP88SWDMMJCT77VIDZ,window_resize,51705,"[1366, 677]",1430936203937
A195MOXRMNHRVT:33PPO7FECVFWMP88SWDMMJCT77VIDZ,window_resize,2016,"[1024, 705]",1430936205953
